name,link,rdf_link
Daniel Corboy,https://profiles.uchicago.edu/profiles/profile/37574,https://profiles.uchicago.edu/profiles/profile/37574/37574.rdf
Martin Coronel Cordero,https://profiles.uchicago.edu/profiles/profile/2119202,https://profiles.uchicago.edu/profiles/profile/2119202/2119202.rdf
Ana  Correa,https://profiles.uchicago.edu/profiles/profile/36882,https://profiles.uchicago.edu/profiles/profile/36882/36882.rdf
Kamala Cotts,https://profiles.uchicago.edu/profiles/profile/37866,https://profiles.uchicago.edu/profiles/profile/37866/37866.rdf
Jack D. Cowan,https://profiles.uchicago.edu/profiles/profile/3476353,https://profiles.uchicago.edu/profiles/profile/3476353/3476353.rdf
Nancy Jean Cox,https://profiles.uchicago.edu/profiles/profile/36697,https://profiles.uchicago.edu/profiles/profile/36697/36697.rdf
Jerry Coyne,https://profiles.uchicago.edu/profiles/profile/37379,https://profiles.uchicago.edu/profiles/profile/37379/37379.rdf
Nona Craig,https://profiles.uchicago.edu/profiles/profile/37585,https://profiles.uchicago.edu/profiles/profile/37585/37585.rdf
Allison Crawford,https://profiles.uchicago.edu/profiles/profile/15397408,https://profiles.uchicago.edu/profiles/profile/15397408/15397408.rdf
Clayton Crawley,https://profiles.uchicago.edu/profiles/profile/37607,https://profiles.uchicago.edu/profiles/profile/37607/37607.rdf
Courtney Cripps,https://profiles.uchicago.edu/profiles/profile/28609003,https://profiles.uchicago.edu/profiles/profile/28609003/28609003.rdf
John Croghan,https://profiles.uchicago.edu/profiles/profile/38291,https://profiles.uchicago.edu/profiles/profile/38291/38291.rdf
Katherine A. Cronin,https://profiles.uchicago.edu/profiles/profile/12760231,https://profiles.uchicago.edu/profiles/profile/12760231/12760231.rdf
Rebekah Cross,https://profiles.uchicago.edu/profiles/profile/36891719,https://profiles.uchicago.edu/profiles/profile/36891719/36891719.rdf
Aimee Crow,https://profiles.uchicago.edu/profiles/profile/38369,https://profiles.uchicago.edu/profiles/profile/38369/38369.rdf
Jane Cullen,https://profiles.uchicago.edu/profiles/profile/38862,https://profiles.uchicago.edu/profiles/profile/38862/38862.rdf
Matthew Cummings,https://profiles.uchicago.edu/profiles/profile/41790327,https://profiles.uchicago.edu/profiles/profile/41790327/41790327.rdf
Shelly Ann Cummings,https://profiles.uchicago.edu/profiles/profile/38347,https://profiles.uchicago.edu/profiles/profile/38347/38347.rdf
Han Cun,https://profiles.uchicago.edu/profiles/profile/36931923,https://profiles.uchicago.edu/profiles/profile/36931923/36931923.rdf
John Cunningham,https://profiles.uchicago.edu/profiles/profile/36845,https://profiles.uchicago.edu/profiles/profile/36845/36845.rdf
Patrick Cunningham,https://profiles.uchicago.edu/profiles/profile/37255,https://profiles.uchicago.edu/profiles/profile/37255/37255.rdf
Jessica Curley,https://profiles.uchicago.edu/profiles/profile/37001,https://profiles.uchicago.edu/profiles/profile/37001/37001.rdf
Farr A. Curlin,https://profiles.uchicago.edu/profiles/profile/37779,https://profiles.uchicago.edu/profiles/profile/37779/37779.rdf
James Curran,https://profiles.uchicago.edu/profiles/profile/38539,https://profiles.uchicago.edu/profiles/profile/38539/38539.rdf
John Cursio,https://profiles.uchicago.edu/profiles/profile/9392332,https://profiles.uchicago.edu/profiles/profile/9392332/9392332.rdf
Thomas Cutter,https://profiles.uchicago.edu/profiles/profile/39285,https://profiles.uchicago.edu/profiles/profile/39285/39285.rdf
Michael Czapka,https://profiles.uchicago.edu/profiles/profile/27899236,https://profiles.uchicago.edu/profiles/profile/27899236/27899236.rdf
Abraham Dachman,https://profiles.uchicago.edu/profiles/profile/37588,https://profiles.uchicago.edu/profiles/profile/37588/37588.rdf
Andrew Dahl,https://profiles.uchicago.edu/profiles/profile/18729477,https://profiles.uchicago.edu/profiles/profile/18729477/18729477.rdf
Allie Dakroub,https://profiles.uchicago.edu/profiles/profile/44045108,https://profiles.uchicago.edu/profiles/profile/44045108/44045108.rdf
Sushila Dalal,https://profiles.uchicago.edu/profiles/profile/915463,https://profiles.uchicago.edu/profiles/profile/915463/915463.rdf
Olivier G. Dalmas,https://profiles.uchicago.edu/profiles/profile/37996,https://profiles.uchicago.edu/profiles/profile/37996/37996.rdf
Allison Dalton,https://profiles.uchicago.edu/profiles/profile/2927296,https://profiles.uchicago.edu/profiles/profile/2927296/2927296.rdf
Arif Dalvi,https://profiles.uchicago.edu/profiles/profile/37656,https://profiles.uchicago.edu/profiles/profile/37656/37656.rdf
Martina Damo,https://profiles.uchicago.edu/profiles/profile/37151116,https://profiles.uchicago.edu/profiles/profile/37151116/37151116.rdf
Sudarshawn Damodharan,https://profiles.uchicago.edu/profiles/profile/47773805,https://profiles.uchicago.edu/profiles/profile/47773805/47773805.rdf
Cameron Dandridge,https://profiles.uchicago.edu/profiles/profile/70757134,https://profiles.uchicago.edu/profiles/profile/70757134/70757134.rdf
Thuan Dang,https://profiles.uchicago.edu/profiles/profile/61225550,https://profiles.uchicago.edu/profiles/profile/61225550/61225550.rdf
Claire Daniele,https://profiles.uchicago.edu/profiles/profile/38266,https://profiles.uchicago.edu/profiles/profile/38266/38266.rdf
Melvin D. Daniels,https://profiles.uchicago.edu/profiles/profile/38617,https://profiles.uchicago.edu/profiles/profile/38617/38617.rdf
Elizabeth Danielson,https://profiles.uchicago.edu/profiles/profile/45700791,https://profiles.uchicago.edu/profiles/profile/45700791/45700791.rdf
Kelsey Danley,https://profiles.uchicago.edu/profiles/profile/35578917,https://profiles.uchicago.edu/profiles/profile/35578917/35578917.rdf
Bezalel Dantz,https://profiles.uchicago.edu/profiles/profile/38875,https://profiles.uchicago.edu/profiles/profile/38875/38875.rdf
Rachel Danzig,https://profiles.uchicago.edu/profiles/profile/37054274,https://profiles.uchicago.edu/profiles/profile/37054274/37054274.rdf
Oluwakemi Darkwa,https://profiles.uchicago.edu/profiles/profile/13941144,https://profiles.uchicago.edu/profiles/profile/13941144/13941144.rdf
Wendy Darlington,https://profiles.uchicago.edu/profiles/profile/5478538,https://profiles.uchicago.edu/profiles/profile/5478538/5478538.rdf
Elijah Darnell,https://profiles.uchicago.edu/profiles/profile/70757140,https://profiles.uchicago.edu/profiles/profile/70757140/70757140.rdf
Paramita Das,https://profiles.uchicago.edu/profiles/profile/14720160,https://profiles.uchicago.edu/profiles/profile/14720160/14720160.rdf
Soma Das,https://profiles.uchicago.edu/profiles/profile/37207,https://profiles.uchicago.edu/profiles/profile/37207/37207.rdf
Danisa Daubenspeck,https://profiles.uchicago.edu/profiles/profile/20274089,https://profiles.uchicago.edu/profiles/profile/20274089/20274089.rdf
Christopher Daugherty,https://profiles.uchicago.edu/profiles/profile/38563,https://profiles.uchicago.edu/profiles/profile/38563/38563.rdf
Dayle Davenport,https://profiles.uchicago.edu/profiles/profile/32749877,https://profiles.uchicago.edu/profiles/profile/32749877/32749877.rdf
Henry David,https://profiles.uchicago.edu/profiles/profile/17656644,https://profiles.uchicago.edu/profiles/profile/17656644/17656644.rdf
Sean P. David,https://profiles.uchicago.edu/profiles/profile/32656829,https://profiles.uchicago.edu/profiles/profile/32656829/32656829.rdf
Michael Davidson,https://profiles.uchicago.edu/profiles/profile/38931,https://profiles.uchicago.edu/profiles/profile/38931/38931.rdf
Andrew Davis,https://profiles.uchicago.edu/profiles/profile/37918,https://profiles.uchicago.edu/profiles/profile/37918/37918.rdf
Gary Davis,https://profiles.uchicago.edu/profiles/profile/38789,https://profiles.uchicago.edu/profiles/profile/38789/38789.rdf
Melissa Davis,https://profiles.uchicago.edu/profiles/profile/39126,https://profiles.uchicago.edu/profiles/profile/39126/39126.rdf
Elena K. Davydova,https://profiles.uchicago.edu/profiles/profile/38756,https://profiles.uchicago.edu/profiles/profile/38756/38756.rdf
Alyssa Dayan,https://profiles.uchicago.edu/profiles/profile/38457,https://profiles.uchicago.edu/profiles/profile/38457/38457.rdf
Raymond De Guzman,https://profiles.uchicago.edu/profiles/profile/36292823,https://profiles.uchicago.edu/profiles/profile/36292823/36292823.rdf
Dario De Jesus,https://profiles.uchicago.edu/profiles/profile/59715655,https://profiles.uchicago.edu/profiles/profile/59715655/59715655.rdf
Jill De Jong,https://profiles.uchicago.edu/profiles/profile/38612,https://profiles.uchicago.edu/profiles/profile/38612/38612.rdf
David De Leon,https://profiles.uchicago.edu/profiles/profile/38962,https://profiles.uchicago.edu/profiles/profile/38962/38962.rdf
Bruno de Medeiros,https://profiles.uchicago.edu/profiles/profile/59073529,https://profiles.uchicago.edu/profiles/profile/59073529/59073529.rdf
Eugene R. De Sombre,https://profiles.uchicago.edu/profiles/profile/38902,https://profiles.uchicago.edu/profiles/profile/38902/38902.rdf
Heidi De Wet,https://profiles.uchicago.edu/profiles/profile/915538,https://profiles.uchicago.edu/profiles/profile/915538/915538.rdf
Harriet De Wit,https://profiles.uchicago.edu/profiles/profile/39085,https://profiles.uchicago.edu/profiles/profile/39085/39085.rdf
Kristen L. Deak,https://profiles.uchicago.edu/profiles/profile/37028,https://profiles.uchicago.edu/profiles/profile/37028/37028.rdf
Chad Dean,https://profiles.uchicago.edu/profiles/profile/17392757,https://profiles.uchicago.edu/profiles/profile/17392757/17392757.rdf
Jeanne Decara,https://profiles.uchicago.edu/profiles/profile/38706,https://profiles.uchicago.edu/profiles/profile/38706/38706.rdf
Jean Decety,https://profiles.uchicago.edu/profiles/profile/12760243,https://profiles.uchicago.edu/profiles/profile/12760243/12760243.rdf
Megan DeFrates,https://profiles.uchicago.edu/profiles/profile/37855,https://profiles.uchicago.edu/profiles/profile/37855/37855.rdf
Noah Degarmo,https://profiles.uchicago.edu/profiles/profile/36788,https://profiles.uchicago.edu/profiles/profile/36788/36788.rdf
Nimrod Deiss-Yehiely,https://profiles.uchicago.edu/profiles/profile/70757136,https://profiles.uchicago.edu/profiles/profile/70757136/70757136.rdf
Daniela Del Gaudio,https://profiles.uchicago.edu/profiles/profile/37536,https://profiles.uchicago.edu/profiles/profile/37536/37536.rdf
Marina Del Rios,https://profiles.uchicago.edu/profiles/profile/51610323,https://profiles.uchicago.edu/profiles/profile/51610323/51610323.rdf
Maryann Deleon,https://profiles.uchicago.edu/profiles/profile/38687,https://profiles.uchicago.edu/profiles/profile/38687/38687.rdf
Orlando DeLeon,https://profiles.uchicago.edu/profiles/profile/75976662,https://profiles.uchicago.edu/profiles/profile/75976662/75976662.rdf
Yulia Demidovich,https://profiles.uchicago.edu/profiles/profile/24768287,https://profiles.uchicago.edu/profiles/profile/24768287/24768287.rdf
Mellissa DeMille,https://profiles.uchicago.edu/profiles/profile/20610812,https://profiles.uchicago.edu/profiles/profile/20610812/20610812.rdf
Alexis Demonbreun,https://profiles.uchicago.edu/profiles/profile/39234,https://profiles.uchicago.edu/profiles/profile/39234/39234.rdf
Greg Denenberg,https://profiles.uchicago.edu/profiles/profile/38708,https://profiles.uchicago.edu/profiles/profile/38708/38708.rdf
Ervin Denham,https://profiles.uchicago.edu/profiles/profile/38308,https://profiles.uchicago.edu/profiles/profile/38308/38308.rdf
Dianne Deplewski,https://profiles.uchicago.edu/profiles/profile/37375,https://profiles.uchicago.edu/profiles/profile/37375/37375.rdf
Frederic Depreux,https://profiles.uchicago.edu/profiles/profile/38618,https://profiles.uchicago.edu/profiles/profile/38618/38618.rdf
Seth Depuy,https://profiles.uchicago.edu/profiles/profile/36850,https://profiles.uchicago.edu/profiles/profile/36850/36850.rdf
Benjamin Derman,https://profiles.uchicago.edu/profiles/profile/20049721,https://profiles.uchicago.edu/profiles/profile/20049721/20049721.rdf
Matthew Derrick,https://profiles.uchicago.edu/profiles/profile/37555,https://profiles.uchicago.edu/profiles/profile/37555/37555.rdf
Ami Desai,https://profiles.uchicago.edu/profiles/profile/8990691,https://profiles.uchicago.edu/profiles/profile/8990691/8990691.rdf
Archita Desai,https://profiles.uchicago.edu/profiles/profile/915467,https://profiles.uchicago.edu/profiles/profile/915467/915467.rdf
Palak Desai,https://profiles.uchicago.edu/profiles/profile/915484,https://profiles.uchicago.edu/profiles/profile/915484/915484.rdf
Purav Desai,https://profiles.uchicago.edu/profiles/profile/49423493,https://profiles.uchicago.edu/profiles/profile/49423493/49423493.rdf
Rupa Desai,https://profiles.uchicago.edu/profiles/profile/37851,https://profiles.uchicago.edu/profiles/profile/37851/37851.rdf
Aurelie Desgardin,https://profiles.uchicago.edu/profiles/profile/37796,https://profiles.uchicago.edu/profiles/profile/37796/37796.rdf
Ravi Deshmukh,https://profiles.uchicago.edu/profiles/profile/22565324,https://profiles.uchicago.edu/profiles/profile/22565324/22565324.rdf
Mark Deshur,https://profiles.uchicago.edu/profiles/profile/36909,https://profiles.uchicago.edu/profiles/profile/36909/36909.rdf
Paul Detjen,https://profiles.uchicago.edu/profiles/profile/36924,https://profiles.uchicago.edu/profiles/profile/36924/36924.rdf
Todd Deutch,https://profiles.uchicago.edu/profiles/profile/78256539,https://profiles.uchicago.edu/profiles/profile/78256539/78256539.rdf
Clarabelle DeVries,https://profiles.uchicago.edu/profiles/profile/20619726,https://profiles.uchicago.edu/profiles/profile/20619726/20619726.rdf
Abhishek Dhar,https://profiles.uchicago.edu/profiles/profile/23506834,https://profiles.uchicago.edu/profiles/profile/23506834/23506834.rdf
Richa Dhawan,https://profiles.uchicago.edu/profiles/profile/37134,https://profiles.uchicago.edu/profiles/profile/37134/37134.rdf
Anna Di Rienzo,https://profiles.uchicago.edu/profiles/profile/39354,https://profiles.uchicago.edu/profiles/profile/39354/39354.rdf
Diego di Sabato,https://profiles.uchicago.edu/profiles/profile/17338318,https://profiles.uchicago.edu/profiles/profile/17338318/17338318.rdf
Laura Dickens,https://profiles.uchicago.edu/profiles/profile/17338321,https://profiles.uchicago.edu/profiles/profile/17338321/17338321.rdf
David Dickerson,https://profiles.uchicago.edu/profiles/profile/2101338,https://profiles.uchicago.edu/profiles/profile/2101338/2101338.rdf
Bryan Dickinson,https://profiles.uchicago.edu/profiles/profile/12760224,https://profiles.uchicago.edu/profiles/profile/12760224/12760224.rdf
Mary Kathryn Dierks,https://profiles.uchicago.edu/profiles/profile/68749552,https://profiles.uchicago.edu/profiles/profile/68749552/68749552.rdf
Mark Dieterich,https://profiles.uchicago.edu/profiles/profile/36683,https://profiles.uchicago.edu/profiles/profile/36683/36683.rdf
Deidre Dietz,https://profiles.uchicago.edu/profiles/profile/38964,https://profiles.uchicago.edu/profiles/profile/38964/38964.rdf
James Dignam,https://profiles.uchicago.edu/profiles/profile/37229,https://profiles.uchicago.edu/profiles/profile/37229/37229.rdf
Emmanuel Dike-Udensi,https://profiles.uchicago.edu/profiles/profile/71733198,https://profiles.uchicago.edu/profiles/profile/71733198/71733198.rdf
Vesselin Dimov,https://profiles.uchicago.edu/profiles/profile/38992,https://profiles.uchicago.edu/profiles/profile/38992/38992.rdf
Yunmin Ding,https://profiles.uchicago.edu/profiles/profile/36891,https://profiles.uchicago.edu/profiles/profile/36891/36891.rdf
Quoc-Duy Dinh,https://profiles.uchicago.edu/profiles/profile/17864590,https://profiles.uchicago.edu/profiles/profile/17864590/17864590.rdf
Aaron Dinner,https://profiles.uchicago.edu/profiles/profile/12760217,https://profiles.uchicago.edu/profiles/profile/12760217/12760217.rdf
Arthur DiPatri,https://profiles.uchicago.edu/profiles/profile/71548497,https://profiles.uchicago.edu/profiles/profile/71548497/71548497.rdf
Douglas R. Dirschl,https://profiles.uchicago.edu/profiles/profile/915488,https://profiles.uchicago.edu/profiles/profile/915488/915488.rdf
Larry B. Dixon,https://profiles.uchicago.edu/profiles/profile/36889,https://profiles.uchicago.edu/profiles/profile/36889/36889.rdf
Edgar Dizon,https://profiles.uchicago.edu/profiles/profile/34146571,https://profiles.uchicago.edu/profiles/profile/34146571/34146571.rdf
Andrea Dlugos,https://profiles.uchicago.edu/profiles/profile/36835,https://profiles.uchicago.edu/profiles/profile/36835/36835.rdf
Mariya Dmytriv,https://profiles.uchicago.edu/profiles/profile/36880,https://profiles.uchicago.edu/profiles/profile/36880/36880.rdf
Vivian Doan,https://profiles.uchicago.edu/profiles/profile/36589812,https://profiles.uchicago.edu/profiles/profile/36589812/36589812.rdf
Sofia Dobrin,https://profiles.uchicago.edu/profiles/profile/38258,https://profiles.uchicago.edu/profiles/profile/38258/38258.rdf
Anna A. Dobritsa,https://profiles.uchicago.edu/profiles/profile/36726,https://profiles.uchicago.edu/profiles/profile/36726/36726.rdf
Steven Dobryman,https://profiles.uchicago.edu/profiles/profile/38032,https://profiles.uchicago.edu/profiles/profile/38032/38032.rdf
William B. Dobyns,https://profiles.uchicago.edu/profiles/profile/2119138,https://profiles.uchicago.edu/profiles/profile/2119138/2119138.rdf
George J. Dohrmann,https://profiles.uchicago.edu/profiles/profile/13712476,https://profiles.uchicago.edu/profiles/profile/13712476/13712476.rdf
Atsushi Doi,https://profiles.uchicago.edu/profiles/profile/38057,https://profiles.uchicago.edu/profiles/profile/38057/38057.rdf
Kunio Doi,https://profiles.uchicago.edu/profiles/profile/13712530,https://profiles.uchicago.edu/profiles/profile/13712530/13712530.rdf
Brent Doiron,https://profiles.uchicago.edu/profiles/profile/20426721,https://profiles.uchicago.edu/profiles/profile/20426721/20426721.rdf
Mary Dolan,https://profiles.uchicago.edu/profiles/profile/38454,https://profiles.uchicago.edu/profiles/profile/38454/38454.rdf
James Dolezal,https://profiles.uchicago.edu/profiles/profile/35578922,https://profiles.uchicago.edu/profiles/profile/35578922/35578922.rdf
Emily Doll,https://profiles.uchicago.edu/profiles/profile/17656645,https://profiles.uchicago.edu/profiles/profile/17656645/17656645.rdf
Miriam Domowicz,https://profiles.uchicago.edu/profiles/profile/37380,https://profiles.uchicago.edu/profiles/profile/37380/37380.rdf
Laura Donahue,https://profiles.uchicago.edu/profiles/profile/35578921,https://profiles.uchicago.edu/profiles/profile/35578921/35578921.rdf
Carolyn Donaldson,https://profiles.uchicago.edu/profiles/profile/39279,https://profiles.uchicago.edu/profiles/profile/39279/39279.rdf
Jingfang Dong,https://profiles.uchicago.edu/profiles/profile/38657,https://profiles.uchicago.edu/profiles/profile/38657/38657.rdf
Jessica Donington,https://profiles.uchicago.edu/profiles/profile/14387866,https://profiles.uchicago.edu/profiles/profile/14387866/14387866.rdf
Sarah Donlan,https://profiles.uchicago.edu/profiles/profile/37601,https://profiles.uchicago.edu/profiles/profile/37601/37601.rdf
Michael Donnelly,https://profiles.uchicago.edu/profiles/profile/39311,https://profiles.uchicago.edu/profiles/profile/39311/39311.rdf
David Donnersberger,https://profiles.uchicago.edu/profiles/profile/38072,https://profiles.uchicago.edu/profiles/profile/38072/38072.rdf
Anne Doppenberg,https://profiles.uchicago.edu/profiles/profile/38262,https://profiles.uchicago.edu/profiles/profile/38262/38262.rdf
Egon Doppenberg,https://profiles.uchicago.edu/profiles/profile/38821,https://profiles.uchicago.edu/profiles/profile/38821/38821.rdf
Omer Doron,https://profiles.uchicago.edu/profiles/profile/50442057,https://profiles.uchicago.edu/profiles/profile/50442057/50442057.rdf
Chelsea Dorsey,https://profiles.uchicago.edu/profiles/profile/9425564,https://profiles.uchicago.edu/profiles/profile/9425564/9425564.rdf
Lawrence Dorsey,https://profiles.uchicago.edu/profiles/profile/37681,https://profiles.uchicago.edu/profiles/profile/37681/37681.rdf
Sharon Doss,https://profiles.uchicago.edu/profiles/profile/39268,https://profiles.uchicago.edu/profiles/profile/39268/39268.rdf
Danielle Dougherty,https://profiles.uchicago.edu/profiles/profile/75913157,https://profiles.uchicago.edu/profiles/profile/75913157/75913157.rdf
Laura Douglass,https://profiles.uchicago.edu/profiles/profile/5478575,https://profiles.uchicago.edu/profiles/profile/5478575/5478575.rdf
John Downey,https://profiles.uchicago.edu/profiles/profile/82890661,https://profiles.uchicago.edu/profiles/profile/82890661/82890661.rdf
Phillip Dowzicky,https://profiles.uchicago.edu/profiles/profile/37151122,https://profiles.uchicago.edu/profiles/profile/37151122/37151122.rdf
A. Michael Drachler,https://profiles.uchicago.edu/profiles/profile/37557,https://profiles.uchicago.edu/profiles/profile/37557/37557.rdf
Louis F. Draganich,https://profiles.uchicago.edu/profiles/profile/13712527,https://profiles.uchicago.edu/profiles/profile/13712527/13712527.rdf
Peter Draper,https://profiles.uchicago.edu/profiles/profile/37919,https://profiles.uchicago.edu/profiles/profile/37919/37919.rdf
Michael Drazer,https://profiles.uchicago.edu/profiles/profile/22244514,https://profiles.uchicago.edu/profiles/profile/22244514/22244514.rdf
John Dreixler,https://profiles.uchicago.edu/profiles/profile/36779,https://profiles.uchicago.edu/profiles/profile/36779/36779.rdf
Barbara Drevlow,https://profiles.uchicago.edu/profiles/profile/37425,https://profiles.uchicago.edu/profiles/profile/37425/37425.rdf
Mark Drexler,https://profiles.uchicago.edu/profiles/profile/38196,https://profiles.uchicago.edu/profiles/profile/38196/38196.rdf
Stephanie Drobac,https://profiles.uchicago.edu/profiles/profile/38081,https://profiles.uchicago.edu/profiles/profile/38081/38081.rdf
Alexander Drobyshevsky,https://profiles.uchicago.edu/profiles/profile/39264,https://profiles.uchicago.edu/profiles/profile/39264/39264.rdf
Tina Drossos,https://profiles.uchicago.edu/profiles/profile/36773,https://profiles.uchicago.edu/profiles/profile/36773/36773.rdf
Karen Drukker,https://profiles.uchicago.edu/profiles/profile/37451,https://profiles.uchicago.edu/profiles/profile/37451/37451.rdf
Melinda Drum,https://profiles.uchicago.edu/profiles/profile/36958,https://profiles.uchicago.edu/profiles/profile/36958/36958.rdf
D. Allan Drummond,https://profiles.uchicago.edu/profiles/profile/39351,https://profiles.uchicago.edu/profiles/profile/39351/39351.rdf
Kurt Drury,https://profiles.uchicago.edu/profiles/profile/36891726,https://profiles.uchicago.edu/profiles/profile/36891726/36891726.rdf
Wei Du,https://profiles.uchicago.edu/profiles/profile/38854,https://profiles.uchicago.edu/profiles/profile/38854/38854.rdf
Xiaofei Du,https://profiles.uchicago.edu/profiles/profile/38186,https://profiles.uchicago.edu/profiles/profile/38186/38186.rdf
Jubao Duan,https://profiles.uchicago.edu/profiles/profile/39142,https://profiles.uchicago.edu/profiles/profile/39142/39142.rdf
Gina Dudley,https://profiles.uchicago.edu/profiles/profile/38445,https://profiles.uchicago.edu/profiles/profile/38445/38445.rdf
Leanne Duge,https://profiles.uchicago.edu/profiles/profile/47773810,https://profiles.uchicago.edu/profiles/profile/47773810/47773810.rdf
Nickolai Dulin,https://profiles.uchicago.edu/profiles/profile/37363,https://profiles.uchicago.edu/profiles/profile/37363/37363.rdf
Alexandra Dumitrescu,https://profiles.uchicago.edu/profiles/profile/39120,https://profiles.uchicago.edu/profiles/profile/39120/39120.rdf
Theresa Dunham,https://profiles.uchicago.edu/profiles/profile/38543212,https://profiles.uchicago.edu/profiles/profile/38543212/38543212.rdf
Bradley Dunlap,https://profiles.uchicago.edu/profiles/profile/38310,https://profiles.uchicago.edu/profiles/profile/38310/38310.rdf
Frank Dupont,https://profiles.uchicago.edu/profiles/profile/37778,https://profiles.uchicago.edu/profiles/profile/37778/37778.rdf
Anindita Dutta,https://profiles.uchicago.edu/profiles/profile/22329185,https://profiles.uchicago.edu/profiles/profile/22329185/22329185.rdf
Adam DuVall,https://profiles.uchicago.edu/profiles/profile/20465335,https://profiles.uchicago.edu/profiles/profile/20465335/20465335.rdf
Shahd Duzdar,https://profiles.uchicago.edu/profiles/profile/49423482,https://profiles.uchicago.edu/profiles/profile/49423482/49423482.rdf
Gregory Dwyer,https://profiles.uchicago.edu/profiles/profile/38407,https://profiles.uchicago.edu/profiles/profile/38407/38407.rdf
Umesh Dyamenahalli,https://profiles.uchicago.edu/profiles/profile/2101347,https://profiles.uchicago.edu/profiles/profile/2101347/2101347.rdf
Michael Earing,https://profiles.uchicago.edu/profiles/profile/19696900,https://profiles.uchicago.edu/profiles/profile/19696900/19696900.rdf
Abraham Eastman,https://profiles.uchicago.edu/profiles/profile/38277757,https://profiles.uchicago.edu/profiles/profile/38277757/38277757.rdf
Lindsey Eastman,https://profiles.uchicago.edu/profiles/profile/29221517,https://profiles.uchicago.edu/profiles/profile/29221517/29221517.rdf
Rochelle Easton Esposito,https://profiles.uchicago.edu/profiles/profile/13712514,https://profiles.uchicago.edu/profiles/profile/13712514/13712514.rdf
Ruth Anne Eatock,https://profiles.uchicago.edu/profiles/profile/2101329,https://profiles.uchicago.edu/profiles/profile/2101329/2101329.rdf
Andrew Ebanks,https://profiles.uchicago.edu/profiles/profile/73539856,https://profiles.uchicago.edu/profiles/profile/73539856/73539856.rdf
Liz Ebbens,https://profiles.uchicago.edu/profiles/profile/70757151,https://profiles.uchicago.edu/profiles/profile/70757151/70757151.rdf
Timothy Ebbert,https://profiles.uchicago.edu/profiles/profile/915381,https://profiles.uchicago.edu/profiles/profile/915381/915381.rdf
John S. Ebersole,https://profiles.uchicago.edu/profiles/profile/37764,https://profiles.uchicago.edu/profiles/profile/37764/37764.rdf
John Ebihara,https://profiles.uchicago.edu/profiles/profile/36702,https://profiles.uchicago.edu/profiles/profile/36702/36702.rdf
Behzad Ebrahimi,https://profiles.uchicago.edu/profiles/profile/15833829,https://profiles.uchicago.edu/profiles/profile/15833829/15833829.rdf
David Ecanow,https://profiles.uchicago.edu/profiles/profile/37068,https://profiles.uchicago.edu/profiles/profile/37068/37068.rdf
Jacob Ecanow,https://profiles.uchicago.edu/profiles/profile/39171,https://profiles.uchicago.edu/profiles/profile/39171/39171.rdf
Karen Echeverri,https://profiles.uchicago.edu/profiles/profile/25261799,https://profiles.uchicago.edu/profiles/profile/25261799/25261799.rdf
Sophia Economou,https://profiles.uchicago.edu/profiles/profile/39054,https://profiles.uchicago.edu/profiles/profile/39054/39054.rdf
Dana Edelson,https://profiles.uchicago.edu/profiles/profile/37664,https://profiles.uchicago.edu/profiles/profile/37664/37664.rdf
Celina Edelstein,https://profiles.uchicago.edu/profiles/profile/37658,https://profiles.uchicago.edu/profiles/profile/37658/37658.rdf
Cuoghi Edens,https://profiles.uchicago.edu/profiles/profile/14477650,https://profiles.uchicago.edu/profiles/profile/14477650/14477650.rdf
Jennifer P. Edidin,https://profiles.uchicago.edu/profiles/profile/38497,https://profiles.uchicago.edu/profiles/profile/38497/38497.rdf
Nicole Edison,https://profiles.uchicago.edu/profiles/profile/23923847,https://profiles.uchicago.edu/profiles/profile/23923847/23923847.rdf
Scott Eggener,https://profiles.uchicago.edu/profiles/profile/36857,https://profiles.uchicago.edu/profiles/profile/36857/36857.rdf
David A. Ehrmann,https://profiles.uchicago.edu/profiles/profile/38978,https://profiles.uchicago.edu/profiles/profile/38978/38978.rdf
"Dustin ""Ash"" Ehsan",https://profiles.uchicago.edu/profiles/profile/17467958,https://profiles.uchicago.edu/profiles/profile/17467958/17467958.rdf
Joseph Eid,https://profiles.uchicago.edu/profiles/profile/46005252,https://profiles.uchicago.edu/profiles/profile/46005252/46005252.rdf
Micah Eimer,https://profiles.uchicago.edu/profiles/profile/37649,https://profiles.uchicago.edu/profiles/profile/37649/37649.rdf
Steven Eisenstein,https://profiles.uchicago.edu/profiles/profile/37330,https://profiles.uchicago.edu/profiles/profile/37330/37330.rdf
Nonyelum Ekwempu,https://profiles.uchicago.edu/profiles/profile/49967028,https://profiles.uchicago.edu/profiles/profile/49967028/49967028.rdf
Kamal El Bissati,https://profiles.uchicago.edu/profiles/profile/915493,https://profiles.uchicago.edu/profiles/profile/915493/915493.rdf
Mostafa El Dafrawy,https://profiles.uchicago.edu/profiles/profile/17918949,https://profiles.uchicago.edu/profiles/profile/17918949/17918949.rdf
Yvonne El Kassis,https://profiles.uchicago.edu/profiles/profile/35592882,https://profiles.uchicago.edu/profiles/profile/35592882/35592882.rdf
Omar El-Mounayri,https://profiles.uchicago.edu/profiles/profile/37216,https://profiles.uchicago.edu/profiles/profile/37216/37216.rdf
Behzad Elahi,https://profiles.uchicago.edu/profiles/profile/70757131,https://profiles.uchicago.edu/profiles/profile/70757131/70757131.rdf
